filename,title,additional_tags,custom_tags
62675485_get_you_where_you_wanna.html,"get you where you wanna go, if you know what i mean",Alternate Universe - Modern: No Powers | Eventual Smut | Slow Burn | Awkward Flirting | Inspired by Serendipity (Movie 2001) | heartbreaker agatha | cautious rio | agatha steals hearts | rio hides hers | Alternate Universe - Romantic Comedy | Miscommunication | Idiots in Love | Fate & Destiny | POV Alternating | Drunk Rio Vidal | softie agatha harkness,AU - General|AU - No Powers / Non-Magical|Comedy|Fluff|Pining|Slow Burn|Smut
62682502_love_is_a_four_letter_word.html,Love Is a Four Letter Word,jealous!jen | guys i had to | Established Relationship with a twist? | everybodies here/potentially will be if i keep going? | andy/april divorce squad but they're still friends obvs,Established Relationship|Jealousy
62737456_not_my_type.html,Not My Type,POV Agatha Harkness | Lesbian Rio Vidal | Lesbian Agatha Harkness | Age Difference | Fake/Pretend Relationship | Touch-Starved | Opposites Attract | Angst | Angst with a Happy Ending | Eventual Smut | Lesbian Sex | Strap-Ons | Denial of Feelings | Neighbors | Alternate Universe - Modern: No Powers | Agatha Harkness is Bad at Feelings,AU - No Powers / Non-Magical|Age Gap|Angst|Fake Dating / Pretend Relationship|Smut
62739748_luminous.html,Luminous,Agatha is a Doctor | Rio Vidal is Soft For Agatha Harkness | Agatha Harkness Needs a Hug | Internalized Homophobia | Lesbian Rio Vidal | Alternate Universe - Modern Setting,AU - Modern Setting|Fluff|Homophobia
62837335_the_time_it_takes_to_let_go.html,The Time It Takes To Let Go,Ye Olden Agathario | Angst | Longing | Yearning | What if Rio kept tabs on her wife and child in the 6 years she let Nicky live | Rio Vidal Needs a Hug,Angst|Pining
62841521_for_the_love_of_spring.html,For the Love of Spring,Alternate Universe - Canon Divergence | Post-Canon | Domestic Fluff | Angst | Hurt No Comfort | Kinda | Mild Sexual Content | Comedy | Trauma | Grief/Mourning | Love Confessions | agatha finally deals with human emotions | Episode: s01e08 Follow Me My Friend/To Glory at the End (Agatha All Along) | Post-Episode: s01e08 Follow Me My Friend/To Glory at the End (Agatha All Along) | Implied/Referenced Character Death | agatha and billy typical shenanigans | Depictions of Death and Grief | Soft Agatha Harkness | Post-Canon Fix-It,AU - Canon Divergence|Angst|Comedy|Fluff|Grief / Recovery|Hurt No Comfort|Smut
62861993_my_cries_and_your_whispers.html,My Cries and Your Whispers,Angst | Slow Burn | Professor Rio Vidal | Painter Agatha Harkness | Rio Vidal is dealing with a lot | Rio Vidal is a Mess | References to Depression | Mental Breakdown | Panic Attacks | Trauma | Childhood Trauma | Mentions of Death And Murder And Suicide | Alcohol Abuse/Alcoholism | Rio Vidal Needs a Hug | Agatha Harkness Needs a Hug | Self-Worth Issues | Identity Issues | Trust Issues | Jealousy | Angst and Fluff and Smut | Drunken Kissing | Masturbation | Explicit Sexual Content | Emotional Sex | Tenderness | Mirror Sex | Squirting and Vaginal Ejaculation | Orgasm Edging | Orgasm Denial | Agatha Harkness is Soft For Rio Vidal | Emotional Hurt/Comfort | Idiots in Love | Domestic Fluff | Eventual Happy Ending | Slow To Update,Angst|BDSM / Kink|Fluff|Hurt/Comfort|Jealousy|Slow Burn|Smut
62925352_is_it_casual_now.html,Is It Casual Now?,Alternate Universe - Modern Setting | Alternate Universe - College/University | Professors | Master's student Rio Vidal | Jealous Rio Vidal | lowkey stalking | Professor Harkness | Eventual Smut | Law School | Environmentalism | no magic | age gap | Oral Sex | Rough Sex | Strap-Ons | Spanking | Choking | strapgatha,AU - College / High School|AU - Modern Setting|Age Gap|Jealousy|Smut
62935369_love_offline.html,"love, offline",POV Agatha Harkness | Established Relationship | Soft Agatha Harkness | Soft Rio Vidal | Alternate Universe | Social Media | Domestic Fluff | Smut | Strap-Ons | Humor | Hijinks & Shenanigans | Jealous Agatha Harkness | Endlessly Amused Rio Vidal | Happy Ending | Agatha Harkness and Rio Vidal are Nicholas Scratch's Parents | Tooth-Rotting Fluff | i poured 17 gallons of pure serotonin into this | kayla from missouri eat your heart out | they are just soft and in love | Pregnant Agatha Harkness | and spoiled asf too okay rio ADORES being of service to her wife | Marriage | handfasting and an immediate jump-cut to a white picket fence,AU - General|Comedy|Established Relationship|Fluff|Jealousy|Smut
62959210_power_play.html,Power Play,Alternate Universe - Modern Setting | Alternate Universe - Politics | Slow Burn | Mentions of Cancer | Past Abuse | Eventual Romance | Implied/Referenced Sexual Assault | Eventual Smut | Implied/Referenced Suicide,AU - Modern Setting|Non-Con / Dubcon|Slow Burn|Smut
62975017_how_many_corners_do_i_have_to_turn_how_many_times.html,how many corners do i have to turn? (how many times do i have to learn?),Alternate Universe - Restaurant | rule follower rio | actual health and safety hazard agatha | Age Difference | agatha's 26 | rio's 39 | Smut | slutting it up in their workplace shame on them | rio's gay little tie | lightly inspired by the bear | more inspired by working in a restaurant | some good boy rio as a treat | Strap-Ons | we get rly horny and a little sad bc we're multifaceted,Age Gap|Angst|Smut
63026209_ban_all_the_music.html,Ban All the Music,Protective Rio Vidal | Soft Agatha Harkness | Lesbian Rio Vidal | Lesbian Agatha Harkness | Agatha Harkness Needs a Hug | Fluff | Emotional Hurt/Comfort | Eventual Smut | CEO Agatha Harkness | Chef Rio Vidal | I know nothing about cooking | Therapy | Internal Conflict | tiny blood mention | Masturbation | Panic Attacks | Angst | Switching | Praise Kink | Strap-Ons | Strap Sucking | Squirting | Implied/Referenced Rape/Non-con | Valentine's Day | Office Sex | Semi-Public Sex,Angst|BDSM / Kink|Fluff|Hurt/Comfort|Non-Con / Dubcon|Smut
63046258_talk_some_sense_to_me.html,Talk Some Sense to Me,domestic agathario | Domestic Fluff | Smut | Mechanic Rio | Business Agatha | raccoon adoption | Valentine's Day | Tribbing | Comedy,Comedy|Fluff|Smut
63144823_night_verses.html,Night Verses,Salem era | meet cute,Historical / Salem Era
63145963_its_strictly_business.html,It's strictly business,Alternate Universe - No Powers | Lawyer Agatha Harkness | Fake/Pretend Relationship | Age Difference | Slow Burn | Eventual Smut | Fake Marriage | Agatha Harkness is Bad at Feelings | Rio and Nicky love Minecraft | Bad Parent Evanora Harkness | Domestic Fluff | Angst | Protective Rio Vidal | Waltzing | Jealousy | Protective Agatha Harkness | Rio Vidal Speaks Spanish | Mild Hurt/Comfort | Smut | Cunnilingus | Vaginal Fingering | They're switches your honor,AU - No Powers / Non-Magical|Age Gap|Angst|Fake Dating / Pretend Relationship|Fluff|Hurt/Comfort|Jealousy|Slow Burn|Smut
63196099_take_it_easy.html,Take It Easy,Fluff | Domestic Fluff | Alternate Universe - Modern: No Powers | Slice of Life | raccoon adoption,AU - No Powers / Non-Magical|Fluff
63244063_catch_me_when_i_fall_for_you.html,Catch Me When I Fall for You,Alternate Universe - Modern Setting | Alternate Universe - College/University | Alternate Universe - No Powers | Basketball | Concussions | Meet-Awkward | University | Panties | Hospitalization | Vomiting | Past Child Abuse | Childhood Trauma | Mental Health Issues | Friends to Lovers | Dry Humping | Grinding | Squirting and Vaginal Ejaculation | Cunnilingus | Menstruation | Summer | Family | Psychiatrist Harleen Quinzel | Mental Institutions | Derogatory Language | Implied/Referenced Domestic Violence | Implied/Referenced Child Abuse | Implied/Referenced Suicide | Implied/Referenced Homicide | Implied/Referenced Sex Work | Vaginal Fingering | Love Confessions | Sex | Strap-Ons | Praise Kink | Breeding Kink | Child Abuse | Violence | Stabbing | Moving In Together | Marriage Proposal,AU - College / High School|AU - Modern Setting|AU - No Powers / Non-Magical|BDSM / Kink|Friends to Lovers|Smut
63309742_guilty_as_sin.html,guilty as sin,Inspired by Red White & Royal Blue - Casey McQuiston | Alternate Universe - Royalty | Slow Burn | Enemies to Lovers | Eventual Smut | White House Meets Buckingham | Princess Falls First | First Daughter Falls Harder | Sad Things Happen But It’s Still a Love Story,Enemies to Lovers|Slow Burn|Smut
63343102_wicked_game.html,Wicked Game,Alternate Universe - Modern: No Powers | millionaire Rio,AU - No Powers / Non-Magical
63349309_now_we_drop_our_composure.html,Now We Drop Our Composure,Fluff | domestic life | Alternate Universe - No Powers | Alternate Universe - Modern Setting | raccoon adoption | Mechanic Rio | Business Agatha | physical violence | protective agatha,AU - Modern Setting|AU - No Powers / Non-Magical|Fluff
63360778_all_the_things_we_could_do.html,All the Things We Could Do,Alternate Universe - Modern Setting | Alternate Universe - No Powers | Morning Sex | Breeding Kink | Vaginal Fingering | Praise Kink | Pregnancy | Wedding Fluff | Honeymoon | Miscarriage | Blood | Grief/Mourning | Therapy | Everyone Needs A Hug | Gender Issues | Guilt | Cuddling & Snuggling | Vacation | Knotting Dildos | Oral Sex,AU - Modern Setting|AU - No Powers / Non-Magical|BDSM / Kink|Fluff|Grief / Recovery|Smut
63384415_rio_vidal_does_not_give_a_damn.html,Rio Vidal Does Not Give a Damn,Loosely based on Delilah Green Doesn’t Care | also Nicky is not in this because I will cry | me - I’ll cry | no betas we die like Sharon | rio is a florist | agatha has a bookstore | but it was Lilia’s bookstore first | There Was Only One Bed | Slow Burn | Billy is adopted btw | Also evanora is evil stepmother to Jen and Rio | let me have this bc i couldn’t figure out a better way to fit the story | Past Agatha Harkness/Wanda Maximoff | Pietro is dead here too | and so maybe i add tags as the story is written? sue me | Smut | Dirty Talk | Oral Sex | Vibrators | Spanking | Past Rio Vidal/Wanda Maximoff | Strap-Ons | Happy Ending | that tag is for you clock | Angst | FOR LIKE HALF A SECOND OKAY | jealous Agatha,Angst|Jealousy|Only One Bed|Past / Minor Wagatha|Slow Burn|Smut
63423910_its_just_in_my_nature.html,It's Just in My Nature,based on evgar's comic on twitter | Lesbian Sex | agatha flirting via wearing underwear outside | and also leaving online reviews | rio is a landscaper | Lesbian Agatha Harkness | Lesbian Rio Vidal | Smut | Cunnilingus | Strap-Ons | Modern Day Witches | agatha has a back rune tattoo | good boy rio vidal | PRETTY boy rio vidal | Bottom Agatha Harkness | Top Rio Vidal | Alternate Universe - Modern Setting | Praise Kink | Squirting and Vaginal Ejaculation | Creampie | Rope Bondage | but with vines | Coming Untouched | Anal Play | Butt Plugs | enchanted strap | Face Slapping | Strap Sucking,AU - Modern Setting|BDSM / Kink|Pining|Smut
63442861_what_if_my_heart_belongs_to_you.html,what if my heart belongs to you?,First Dates | technically it's Jens and Alices first date and Agatha doesn't even want to be there | but would you look at that it works out really well for her in the end | shocking (or is it) | First Meetings | Falling In Love | Idiots in Love | Agatha Harkness is Bad at Feelings | she's just silly and trying to deny that she's head over heels for Rio | Internalized Homophobia | Angst | Fluff | Happy Ending | we didn't get a happy ending for them in canon but at least we got fanfiction | Lesbian Rio Vidal | Lesbian Agatha Harkness | she has to work through lots of internalized homophobia but that woman is a lesbian | Soft Rio Vidal | Rating May Change | Other Additional Tags to Be Added | might add more characters we'll see | Alternate Universe - Modern Setting | Alternate Universe - No Powers | Slow Burn | kinda lmao,AU - Modern Setting|AU - No Powers / Non-Magical|Angst|Fluff|Homophobia|Slow Burn
63473356_accidental_add.html,Accidental Add,Alternate Universe - Celebrity | Alternate Universe - No Powers | Fluff and Humor,AU - Celebrity / Rock Band|AU - No Powers / Non-Magical|Comedy|Fluff
63543898_a_tentative_ellipsis_the_parting_of_your_lips_and.html,A Tentative,Fleetwood Mac au | Alternate Universe - Rock Band | Second Chances | Inspired by Daisy Jones & The Six | Drug Use | Drug Addiction | Motherhood | Nicky is alive | Trauma | Angst with a Happy Ending | Hurt/Comfort | Sobriety | Slow Burn | like really slow burn | exes to friends to lovers | they never stopped loving each other | Emotional/Psychological Abuse | NOT between agatha and rio | toxic workplace | I wrote this while listening to MUNA's music | Top Agatha Harkness | Bottom Rio Vidal | Making Out | Nipple Piercings | Rio Vidal on her knees for Agatha Harkness | Oral Sex | Vaginal Fingering | Scissoring | Rio Vidal is a good girl | Semi-Public Sex | sex instead of talking | Strap-Ons | Top Rio Vidal | Bottom Agatha Harkness | switchy witches | Overdose | Panic Attacks | Internalized Lesbiphobia | READ TRIGGER TAGS IN CHAPTER NOTES!! | Temporary Character Death,AU - Celebrity / Rock Band|Angst|Friends to Lovers|Hurt/Comfort|Slow Burn|Smut
63598684_second_chances.html,Second Chances,Pregnancy | I didn't know I was preganant,
63616156_when_heartbreak_meets_jealousy.html,When Heartbreak Meets Jealousy,Friends to Enemies to Lovers | Unresolved Emotional Tension | Emotional Hurt | Old Friends | Betrayal | Jealousy | Lesbian Agatha Harkness | Rio Vidal Loves Agatha Harkness | Agatha Harkness Loves Rio Vidal | lesbian drama 101 | Pain | just..pain | emotional pain oh my god yeah | Hate Sex | Love/Hate | Lesbian Sex | Eventual Smut,Angst|Enemies to Lovers|Hurt/Comfort|Jealousy|Smut
63637597_the_space_between_notes.html,The Space Between Notes,Enemies to Lovers | very slight enemies to lovers | Rio Vidal Loves Agatha Harkness | Agatha Harkness is Bad at Feelings | Agatha is a musician | Rio Vidal is a rockstar | Lesbian Rio Vidal | Alternate Universe - Modern Setting | Agatha comes out of the closet,AU - Modern Setting|Angst|Enemies to Lovers
63638671_number_13.html,Number 13,Protective Agatha Harkness | Rio Vidal Speaks Spanish | Soft Agatha Harkness | Established Relationship | Married Agatha Harkness/Rio Vidal | Fluff | Emotional Hurt/Comfort | Poet Agatha | Serial Killer Rio Vidal | Murder | Blood and Violence | murder addiction | I guess??? | Smut | Everything is consensual | Praise Kink | Choking | Breathplay | Switching | older rio | agatha is 32 | rio is 38 | Florist Rio Vidal | Panic Attacks | Knifeplay | Blood Kink | Knife Kink | Murder Kink | i think??? | Coming Untouched | Homophobia | Abuse | NOT between agatha and rio | Matricide | Bondage | Aftercare | vomitting in ch5 | Morning Sex | Face-Sitting | Funeral | Semi-Public Sex | Church Sex | initial carving | Sexual Harrassment | Dismemberment | light exhibitionism | Possessive Agatha Harkness | Shower Sex | Orgasm Edging | knifefucking | Blood As Lube,BDSM / Kink|Established Relationship|Fluff|Homophobia|Hurt/Comfort|Non-Con / Dubcon|Smut
63639295_the_best_medicine.html,The Best Medicine,Fluff | Romance | Comedy | Agatha Harkness and Rio Vidal have MS | Chronic Illness | disability rep | smut later probs | wlw | queer | LGBTQ | this is gay af if you couldn't tell | Rio is a comedian | Agatha is a gallery owner/artist | Agatha is also a runner | because imagining Kathryn Hahn as a runner is so good | Lilia is a doctor in this one | Dr. Calderu | Multiple Sclerosis | MS rep | based on lived experience | Jennifer Kale is a good friend | Agatha Harkness is emotionally constipated,Angst|Comedy|Fluff|Smut
63647167_all_the_time_in_the_world.html,All The Time In The World,raccoon adoption | slight angst | Fluff | Smut | Strapping | Toy Play | neurospicy rio | tough bitch agatha | Mechanic Rio | Business Agatha | domestic life | Alternate Universe - Modern Setting | Alternate Universe - No Powers,AU - Modern Setting|AU - No Powers / Non-Magical|Angst|Fluff|Smut
63694918_i_wonder_which_cup_youll_drink_from_i_hope_its.html,i wonder which cup you'll drink from (i hope it's mine),Alternate Universe - Modern Setting | Minor Jen/Alice | speedrunning dislike to lovers by way of one of them getting divorced | Smut | agatha's mean and rio has no idea she's into it | rio being called handsome bc she is | Friends With Benefits | sort of??? | fwb if they're only friends by circumstance and they're also kinda roommates | Voyeurism | Strap-Ons | Degradation Kink | good boy rio | Angst | Miscommunication,AU - Modern Setting|Angst|BDSM / Kink|Friends With Benefits|Smut
63772108_i_still_shut_my_eyes.html,I Still Shut My Eyes,Angst | Kidnapping | Some Fluff | men aren't required to make babies in this universe | nicky has an identity crisis | Family Dynamics | wanda maximoff gives no shits | Rio Vidal Needs a Hug | Agatha Harkness Needs a Hug | Agathario parents | wanda steals a baby | Multi POV,Angst|Fluff
63813619_we_found_each_other_in_the_dark.html,We Found Each Other in the Dark,agathario | Alternate Universe - Modern Setting | Alternate Universe - No Powers | Fluff and Angst | Fluff and Smut | Fluff and Humor | Eventual Smut | Halloween | Happy Ending | Witness Protection | Soft Agatha Harkness | Soft Rio Vidal | Rio Vidal Loves Agatha Harkness | Agatha Harkness Loves Rio Vidal | Nicky lives | Smutty Chapters Ahead | No Beta | we die like my self control | Nobody come for me | I know nothing | minimal violence | Idiots in Love,AU - Modern Setting|AU - No Powers / Non-Magical|Comedy|Fluff|Smut
63873262_the_tales_of_new_salem.html,The Tales of New Salem,Alternate Universe - Modern with Magic | Slow Burn | Angst | Minor Character Death | Angst with a Happy Ending,AU - Modern with Magic|Angst|Slow Burn
63879877_why_dont_you_want_me.html,why don't you want me?,Alternate Universe - Modern Setting | Angst with a Happy Ending | Idiots in Love | Loser!Rio | HotMess!Agatha | Friends to Lovers | Hurt/Comfort | Slow Burn | Miscommunication | idiots to lovers | unforced proximity | Eventual Smut | Car Sex | Fingering | Strap-Ons | Degradation Kink | Jealousy | they kinky im sorry | lowkey the smut is soft bdsm | Anxious Avoidant!Agatha | Avoidant Avoidant!Rio | its in the tags now guys pls stop yelling at me when they're acting avoidant | pls check in on ur local avoidant lesbian and give them a forehead kiss | Implied/Referenced Child Abuse | Agatha Harkness Needs a Hug | Rio Vidal Needs a Hug | they both need so much therapy | Fluff,AU - Modern Setting|Angst|BDSM / Kink|Fluff|Friends to Lovers|Hurt/Comfort|Jealousy|Slow Burn|Smut
63911329_we_dont_fit_in_the_grand_design.html,We Don't Fit In The Grand Design,raccoon adoption | domestic agathario | Domestic Fluff | Animal Attack | Mechanic Rio | Business Agatha | Alternate Universe - Modern Setting | neurospicy rio,AU - Modern Setting|Fluff
63967093_ask_me_nicely_from_your_knees.html,ask me nicely from your knees,Breeding Kink | Strap-Ons | Strapping | Smut | Shameless Smut | baby fever rio | ejaculating strap | Comedy | a little fluff | Fingering | Vaginal Sex | at home insemination | Cunnilingus,Comedy|Fluff|Smut
63986338_chance_to_fix.html,Chance to Fix,Lesbian Agatha Harkness | Rio Vidal Loves Agatha Harkness | Rio Vidal is Death | Soulmates | Past Lives | Lesbian Sex | Dom/sub | Character Turned Into a Ghost | Lesbian Character | Lesbian Rio Vidal | Top Agatha Harkness | Minor Original Character(s) | Vaginal Sex | Fingerfucking | True Love | Falling In Love,BDSM / Kink|Smut
63999277_reaching_out_for_more.html,Reaching Out For More,Alternate Universe - Modern: No Powers | Alternate Universe - Hollywood | Alpha/Beta/Omega Dynamics | Age Difference | Agatha is 25 | Rio is 33 | Alpha Rio Vidal | Omega Agatha Harkness | Actress Agatha Harkness | Director Rio Vidal | Protective Rio Vidal | Rio Vidal Speaks Spanish | Agatha Harkness Needs a Hug | Rio Vidal Needs Therapy | Rio Vidal Needs a Hug | Scenting | Heats and Ruts | Fake/Pretend Relationship | Dry Humping | Condoms | Vaginal Sex | Breeding | Panic Attacks | Religion | Hospitals | Implied/Referenced Rape/Non-con,AU - Celebrity / Rock Band|AU - No Powers / Non-Magical|Age Gap|Fake Dating / Pretend Relationship|Non-Con / Dubcon|Smut
64036210_cant_be_a_good_girl_even_if_i_tried.html,"Can't Be a Good Girl, Even If I Tried",Lesbian Agatha Harkness | Rio Vidal is Older than Agatha Harkness | Toxic Agatha Harkness | Lesbian Rio Vidal | Explicit Sexual Content | Slow Burn | Doctor Agatha Harkness | Doctor Rio Vidal | Alternate Universe - Hospital | Sexually Frustrated Rio Vidal | Masturbation | Public Sex | Hospital Sex | Vaginal Fingering | Vibrators | Light BDSM | Cunnilingus | Praise Kink | These Witches are Switches | Nose grinding | Fisting | Shower Sex | Strap-Ons | Agatha Harkness Uses a Strap-On | strapagatha | Strap Sucking | Anal Fingering | Implied/Referenced Child Abuse | Discussion of Abortion | Implied/Referenced Homophobia | Violence | Eventual Happy Ending | Gun Violence | Character Death | Knife Play | Blood Kink | PTSD | Panic Attacks,AU - Medical / Detective|BDSM / Kink|Homophobia|Slow Burn|Smut
64068667_cause_nobody_knows_you_better.html,'Cause Nobody Knows You Better,raccoon adoption | Domestic Fluff | neurospicy rio | Business Agatha | mean bitch Agatha | Animal adventures | Fluff | domestic life,Fluff
64133626_honey_youre_familiar.html,"honey, you're familiar",Alternate Universe - Human | Adoption | Rio is Nicky's biological mom | Agatha is Nicky's adoptive mom | POV Rio Vidal | Eventual Romance | Eventual Smut | Eventual Happy Ending | Slow Burn | is it really a slow burn if they fuck in chapter two? | CEO Agatha Harkness | Doctoral candidate Rio Vidal | Musician Rio Vidal | Fashionista Agatha Harkness | Lesbian Agatha Harkness | Lesbian Rio Vidal | Lesbian Sex | recovering addict Rio Vidal | ADHD Rio Vidal | ADHD Nicholas Scratch | Cunnilingus | Oral Sex | Vaginal Fingering | Agatha Harkness Uses a Strap-On | Strap-Ons | I didn't use AI to write this fic but I did use drugs,Slow Burn|Smut
64167130_illicit_affairs.html,illicit affairs,Alternate Universe - Modern: No Powers | Cheating | Homophobia | Implied/Referenced Child Abuse | no beta we die like (redacted) | lowkey toxic ngl | actress!agatha harkness | stylist!rio vidal | agatha's 40 | rio's 26 | ralph's a dumbass | they fuck a lot jesus christ | got called darling by a woman twice my age and now we're here | don't show this to my psychiatrist | or to yours | yearning yearning and then some more yearning | in angst we trust | idk how to write slow burn so they fuck a lot in the first chapter | this has more smut than i have suicidal thoughts and i have a bunch of those | they're horny your honor | extremely rio centric | rio suffers more than jesus | yay to getting wine drunk as an excuse to write smut | witches be switching | except they're not witches here but u get the point | sugar mommy agatha harkness if you squint | full blown sugar mommy on chapter 2 though | (s)witches doing the kissy kissy | i scream and kick uselessly as they drag me into a padded room | rio is down baddddddd | hate sex is so fucking hot so have like 5k words of it | jealous strapagatha we cheered | and rio too cause i lack a developed frontal lobe,AU - No Powers / Non-Magical|Angst|Cheating|Homophobia|Jealousy|Pining|Smut
64176607_whos_going_to_tell_me_no.html,who's going to tell me no?,Friends With Benefits | Platonic Agathario | Basshead Rio | Stoner Agathario | Shower Sex | Cunnilingus | Fingering | Aftercare | Hand-feeding | Words of Affirmation | Smut | soft smut,Friends With Benefits|Smut
64272802_feel_the_love_of_her.html,feel the love of her caress (she will be your living end),Jealous Rio Vidal | Protective Rio Vidal | childhood friends to idiots to strangers to idiots to lovers | they're both a little stupid in this one | rio vidal IS spider-man | and agatha is into it | they/them rio vidal | agatha calls rio spider boy | and rio is into it | Eventual Smut | Autistic Rio Vidal,Jealousy|Smut
64291306_pushing_it_down_and_praying.html,Pushing It Down and Praying,College AU | Slow Burn | Friends to Lovers | Smut | Repressed Lesbian Agatha Harkness | Sexual Tension | Catholic Guilt | Useless Lesbians | Girl Kisser Rio Vidal | Jealousy | Cheating | Masturbation | Homophobia | Phone Sex | Angst | religious trauma | conversion therapy | Hurt/Comfort | Blood and Injury | Explicit Sexual Content | Lesbian Sex | Face-Fucking | Oral Sex | Internalized Homophobia | Vaginal Fingering | Strap-Ons | Domestic Fluff,Angst|Cheating|Fluff|Friends to Lovers|Homophobia|Hurt/Comfort|Jealousy|Pining|Slow Burn|Smut
64491997_ill_be_your_distraction.html,I'll Be Your Distraction,raccoon adoption | Business Agatha | Mechanic Rio | Agatha v jen verbal sparring | Domestic Fluff | neurospicy rio,Fluff
64539574_god_knows_you_need_it.html,God Knows You Need It,Political Campaigns | Sexual Tension | slow burn? | Angst | Eventual Smut | Madam Vice President Agatha Harkness | Campaign Manager Rio | Agatha has that gray streak in her hair from the comics | age gap | Sex Dreams | Mentions of conversion therapy | religious trauma | Jealousy | Smut | Possessive Sex | Strap-Ons | Spanking | Choking | Top Rio Vidal | Bottom Agatha Harkness | Squirting | Hurt/Comfort | Child Loss | switchy switchy witches | Murder | murder as foreplay...? | Breathplay | Ass Play | Anal Sex | Gags | Degradation | Desecration of the American flag | strap-sucking | Knife Play | (light) bloodplay | blood but not gore | improper use of the American flag | Edging | Impact Play | Caning | cane fucking(?) | Improper use of a cane | Light BDSM | Dacryphilia | Aftercare | Fluff | Double Penetration | Humiliation | (Light) Pet Play | Political assassination (attempted lol) | Fisting | Happy Ending,Age Gap|Angst|BDSM / Kink|Fluff|Hurt/Comfort|Jealousy|Smut
64543360_she_looks_like_the_real_thing_she_tastes_like_the.html,she looks like the real thing (she tastes like the real thing),Inspired by The White Lotus (TV) | Greece | Cheating | Infidelity | Minor Agatha Harkness/Wanda Maximoff | Lesbian Agatha Harkness | Lesbian Rio Vidal | Bisexual Wanda Maximoff | Older Woman/Younger Woman | Smut | Slow Romance | From Sex to Love | Frottage | Dry Humping | but like...... in the water so is it really dry | author is terrible at knowing what cocktails are actually made of | 90s music 4 the win | Strap-Ons | gender fuckery a little | Cunnilingus | Oral Sex | Praise Kink | HEAVY PRAISE KINK LETS BE REAL | Semi-Public Sex | Phone Sex | ?? i think | Sexting | Nude Photos | Face-Sitting | Vaginal Fingering | Fingerfucking | Power Bottom Agatha Harkness | Service Top Rio Vidal | Beach Sex | Public Sex | Doggy Style | Sexual Overstimulation | Dacryphilia | sue me! | Love Bites | Angst | Denial of Feelings | Almost Kiss | mwahahahaaha | Artist Agatha Harkness | Lawyer Rio Vidal | more cheating | Minor Wanda Maximoff/Natasha Romanov | yeah...... wandanat | Arguing | Eavesdropping,Age Gap|Angst|BDSM / Kink|Cheating|Past / Minor Wagatha|Smut
64573144_i_tore_you_apart_in_my_head.html,I Tore You Apart In My Head,Angst | If this were a movie it would be a thriller | Cat and Mouse dynamic | Coroner Rio | Serial Killer Agatha | Intrigue | Obsessive Rio | enigmatic Agatha | Rio Vidal needs a psych eval | Agatha Harkness is a misandrist | sa mention | Rio makes bad choices | everyone is morally grey | Strap-Ons | Masturbation | Cunnilingus | murder is kinda bad? | anything can be justifiable if you're hot enough | Consensual Somnophilia | freak4freak | torture device fornication | collaring | Choking | Asphyxiation | Bondage,Angst|BDSM / Kink|Non-Con / Dubcon|Smut
64578517_how_it_started.html,How It Started,FBI Agent Rio Vidal | CEO Agatha Harkness | Dubious Consent | prequel to the fight me! series | Alternate Universe - Non-Magical | Agatha Harkness Needs a Hug | Agatha Harkness Needs Therapy | Alpha/Omega | Alpha Rio Vidal | Omega Agatha Harkness | Alpha/Beta/Omega Dynamics | Toxic Relationship | It Gets Worse Before It Gets Better | g!p rio vidal | Lesbian Rio Vidal | Bisexual Agatha Harkness | Vaginal Sex | Will add tags as I go | Not Beta Read | yes there is ralph sex in here | bear with me | He's an ass | Sexual Assault | Drugging | TW: Domestic Violence | tw: rape | Weapons handling,AU - No Powers / Non-Magical|Historical / Salem Era|Non-Con / Dubcon|Smut
64589716_but_we_cant.html,But We Can't,Alternate Universe - College/University | Spanish princess Rio Vidal | British Agatha Harkness | Angst with a Happy Ending | Eventual Smut | Forbidden Love | Early 20s Agathario | Enemies to Loves but like...lowkey | slow burn sort of?? | brat4brat | field hockey | agathario switch truther till i die | it gets messy | a lot of sexual tension | i’ve been told this is just a slow burn so slow burn | but it’s hot i swear | like a vibrator ring type hot | Minor Character Death | First Time | Semi-Public Sex | Rings stay on | Fluff | simp4simp | Strap-Ons | Strap Sucking | Handcuffs | Mirror Sex | Short Chapters,AU - College / High School|Angst|Fluff|Slow Burn|Smut
64606348_god_is_a_woman.html,God is a woman,Alternate Universe - High School | Abuse | Christianity | Angst | religious trauma | Violence | Fluff | Eventual Smut | Slow Burn | Idiots in Love | Homophobia,AU - College / High School|Angst|Fluff|Homophobia|Slow Burn|Smut
64617655_beneath_the_scars.html,Beneath the scars,Rio Vidal Loves Agatha Harkness | Agatha Harkness and Rio Vidal are Nicholas Scratch's Parents | Agatha Harkness Loves Rio Vidal | Salem Era Agatha Harkness/Rio Vidal | Past Agatha Harkness/Rio Vidal | Rio Vidal is Death | Lesbian Rio Vidal | Agatha Harkness and Rio Vidal Raise Nicholas Scratch | Lesbian Agatha Harkness | Young Agatha Harkness | Soft Rio Vidal | Parents Agatha Harkness and Rio Vidal | Sad Agatha Harkness | Sad Rio Vidal | Nicholas Scratch Dies (Marvel) | Protective Agatha Harkness | Protective Rio Vidal | Married Agatha Harkness/Rio Vidal | Agatha Harkness Needs a Hug | Soft sex | Revenge | Anger | Agatha Harkness/Rio Vidal In Love | Jennifer kale - Freeform,Angst|Fluff|Historical / Salem Era|Smut
